"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"667",2009-04-26,2.5013698630137,"Unlabeled","Navy","YOUNG",0.0519360704589738
"668",2009-04-26,2.5013698630137,"Unlabeled","Air Force","YOUNG",-0.00220563943494263
"669",2009-04-26,2.5013698630137,"Unlabeled","DLA","YOUNG",-0.000144674171898679
"670",2009-04-26,2.5013698630137,"Unlabeled","Additional
DoD
Components","YOUNG",-0.00806847932452912
"671",2009-09-30,0.498630136986301,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.026722788298333
"672",2009-09-30,0.498630136986301,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0107499134877679
"673",2009-09-30,0.498630136986301,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00750139508551634
"674",2009-09-30,0.498630136986301,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000160266291405066
"675",2009-09-30,0.498630136986301,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0334822770513098
"676",2009-09-30,0.498630136986301,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0660702822688894
"677",2009-09-30,0.498630136986301,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0850481955618099
"678",2009-09-30,0.498630136986301,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0339743754925309
"679",2009-09-30,0.498630136986301,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.171020637161723
"680",2009-09-30,0.498630136986301,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.12784375768565
"681",2009-09-30,0.498630136986301,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.359212398798441
"682",2009-09-30,0.498630136986301,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.468688084228188
"683",2009-09-30,0.498630136986301,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.406856514710976
"684",2009-09-30,0.498630136986301,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000100454643862308
"685",2009-09-30,0.498630136986301,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",5.52067547088114e-06
"686",2009-09-30,0.498630136986301,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.151200703420654
"687",2009-09-30,0.498630136986301,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0659791912210435
"688",2009-09-30,0.498630136986301,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.012830712740853
"689",2009-09-30,0.498630136986301,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.015866102522191
"690",2009-09-30,0.498630136986301,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0082379151331457
"691",2009-09-30,0.498630136986301,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.12302450818359
"692",2009-09-30,0.498630136986301,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-2.77311647542758e-05
"693",2009-09-30,0.498630136986301,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0
"694",2009-09-30,0.498630136986301,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0
"695",2009-09-30,0.498630136986301,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0
"696",2009-09-30,0.498630136986301,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0
"697",2009-09-30,0.580821917808219,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.206506063682615
"698",2009-09-30,0.580821917808219,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.56933599852782
"699",2009-09-30,0.580821917808219,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0256083452154146
"700",2009-09-30,0.580821917808219,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0133822721368262
"701",2009-09-30,0.580821917808219,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0493231674280147
"702",2009-09-30,0.580821917808219,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.3768309777441
"703",2009-09-30,0.580821917808219,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.479468585819441
"704",2009-09-30,0.580821917808219,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.246602523111063
"705",2009-09-30,0.580821917808219,"Cost+","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00378110032474562
"706",2009-09-30,0.580821917808219,"Cost+","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00798181099805153
"707",2009-09-30,0.580821917808219,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.081900437854514
"708",2009-09-30,0.580821917808219,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",3.81540730121238
"709",2009-09-30,0.580821917808219,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.66933964223858
"710",2009-09-30,0.580821917808219,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",2.29560505572635
"711",2009-09-30,0.580821917808219,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.92485761004546
"712",2009-09-30,0.580821917808219,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.002983720296601
"713",2009-09-30,0.580821917808219,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0252493397380385
"714",2009-09-30,0.580821917808219,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.394468167276467
"715",2009-09-30,0.580821917808219,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.254965945312838
"716",2009-09-30,0.580821917808219,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0296910760445984
"717",2009-09-30,0.580821917808219,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.107245862870751
"718",2009-09-30,0.580821917808219,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0803385011907339
"719",2009-09-30,0.580821917808219,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00628184757523273
"720",2009-09-30,0.580821917808219,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00300152134661182
"721",2009-09-30,0.580821917808219,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000225443461788266
"722",2009-09-30,0.580821917808219,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00022259456592336
"723",2009-09-30,0.580821917808219,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.94847369560511e-05
"724",2009-09-30,0.580821917808219,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-7.90842606624811e-05
"725",2009-09-30,0.665753424657534,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.425274295713358
"726",2009-09-30,0.665753424657534,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.271050382507036
"727",2009-09-30,0.665753424657534,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0293224234141589
"728",2009-09-30,0.665753424657534,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0115253907772245
"729",2009-09-30,0.665753424657534,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.157160098159775
"730",2009-09-30,0.665753424657534,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.374937602359818
"731",2009-09-30,0.665753424657534,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.51575787223425
"732",2009-09-30,0.665753424657534,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.356814475514181
"733",2009-09-30,0.665753424657534,"Cost+","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00160160316085733
"734",2009-09-30,0.665753424657534,"Cost+","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0158667103269106
"735",2009-09-30,0.665753424657534,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.125545653951072
"736",2009-09-30,0.665753424657534,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",6.66982460843256
"737",2009-09-30,0.665753424657534,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",2.22982549781338
"738",2009-09-30,0.665753424657534,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.35431423028794
"739",2009-09-30,0.665753424657534,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",3.8682878035722
"740",2009-09-30,0.665753424657534,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00114270130980732
"741",2009-09-30,0.665753424657534,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.90464169733709e-05
"742",2009-09-30,0.665753424657534,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.581803086458108
"743",2009-09-30,0.665753424657534,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0876715966551202
"744",2009-09-30,0.665753424657534,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0549351275276034
"745",2009-09-30,0.665753424657534,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0937793940463304
"746",2009-09-30,0.665753424657534,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0428945964169734
"747",2009-09-30,0.665753424657534,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.113227712167136
"748",2009-09-30,0.665753424657534,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.05093162740853
"749",2009-09-30,0.665753424657534,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00148408071011041
"750",2009-09-30,0.665753424657534,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000507716681099805
"751",2009-09-30,0.665753424657534,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-1.05791296817493e-06
"752",2009-09-30,0.665753424657534,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000238385191599913
"753",2009-09-30,0.747945205479452,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.237009605336653
"754",2009-09-30,0.747945205479452,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.261544085732843
"755",2009-09-30,0.747945205479452,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0823759687269972
"756",2009-09-30,0.747945205479452,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0107677906473263
"757",2009-09-30,0.747945205479452,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0707827302771163
"758",2009-09-30,0.747945205479452,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.395454651169084
"759",2009-09-30,0.747945205479452,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.48871489888504
"760",2009-09-30,0.747945205479452,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.384907067601212
"761",2009-09-30,0.747945205479452,"Cost+","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000554423652305694
"762",2009-09-30,0.747945205479452,"Cost+","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0216443764884174
"763",2009-09-30,0.747945205479452,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.13244126886772
"764",2009-09-30,0.747945205479452,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",6.61109594341849
"765",2009-09-30,0.747945205479452,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",2.12080614470665
"766",2009-09-30,0.747945205479452,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.24569718295086
"767",2009-09-30,0.747945205479452,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",3.21551296365014
"768",2009-09-30,0.747945205479452,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00104030611604243
"769",2009-09-30,0.747945205479452,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00246749612470232
"770",2009-09-30,0.747945205479452,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.490195501385581
"771",2009-09-30,0.747945205479452,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.155855928913185
"772",2009-09-30,0.747945205479452,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0519279092660749
"773",2009-09-30,0.747945205479452,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0836803973479108
"774",2009-09-30,0.747945205479452,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0402705254384066
"775",2009-09-30,0.747945205479452,"Time/Mat.","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",3.06386663780039e-05
"776",2009-09-30,0.747945205479452,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0179883348668543
"777",2009-09-30,0.747945205479452,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00416653433643646
"778",2009-09-30,0.747945205479452,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00174998559211951
"779",2009-09-30,0.747945205479452,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00534895479541026
"780",2009-09-30,0.747945205479452,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-3.43148949989175e-06
"781",2009-09-30,0.747945205479452,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000137294923143538
"782",2009-09-30,0.832876712328767,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.46800596924659
"783",2009-09-30,0.832876712328767,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.334430362448582
"784",2009-09-30,0.832876712328767,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0768488008984629
"785",2009-09-30,0.832876712328767,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0153801872699719
"786",2009-09-30,0.832876712328767,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0786970666594501
"787",2009-09-30,0.832876712328767,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.267593507685646
"788",2009-09-30,0.832876712328767,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.618985043505088
"789",2009-09-30,0.832876712328767,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.337834019766183
"790",2009-09-30,0.832876712328767,"Cost+","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00716071389911236
"791",2009-09-30,0.832876712328767,"Cost+","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00865072743017969
"792",2009-09-30,0.832876712328767,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.120415789456592
"793",2009-09-30,0.832876712328767,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",6.77389453567872
"794",2009-09-30,0.832876712328767,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",2.54010864117774
"795",2009-09-30,0.832876712328767,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.33506297110847
"796",2009-09-30,0.832876712328767,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",4.48810712497294
"797",2009-09-30,0.832876712328767,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000647308086165837
"798",2009-09-30,0.832876712328767,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00136249548603594
"799",2009-09-30,0.832876712328767,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.367838933957567
"800",2009-09-30,0.832876712328767,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.172959972602295
"801",2009-09-30,0.832876712328767,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0510740984628708
"802",2009-09-30,0.832876712328767,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0905080710651656
"803",2009-09-30,0.832876712328767,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.107793247044815
"804",2009-09-30,0.832876712328767,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0176521474453345
"805",2009-09-30,0.832876712328767,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00309011766616151
"806",2009-09-30,0.832876712328767,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00350970842173631
"807",2009-09-30,0.832876712328767,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.00264186166919247
"808",2009-09-30,0.832876712328767,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0
"809",2009-09-30,0.832876712328767,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.000293345745832431
"810",2009-09-30,0.917808219178082,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.80098870228404
"811",2009-09-30,0.917808219178082,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.847886856484087
"812",2009-09-30,0.917808219178082,"Combination","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.20156876295735
"813",2009-09-30,0.917808219178082,"Combination","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0102195399437108
"814",2009-09-30,0.917808219178082,"Combination","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.327512216042433
"815",2009-09-30,0.917808219178082,"Cost+","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.31464099460922
"816",2009-09-30,0.917808219178082,"Cost+","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.36939184532366
"817",2009-09-30,0.917808219178082,"Cost+","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.63935039928556
"818",2009-09-30,0.917808219178082,"Cost+","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0162839542433427
"819",2009-09-30,0.917808219178082,"Cost+","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00721543191166919
"820",2009-09-30,0.917808219178082,"Cost+","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.297706505412427
"821",2009-09-30,0.917808219178082,"Fixed","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",20.6914007419463
"822",2009-09-30,0.917808219178082,"Fixed","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",7.16206893433644
"823",2009-09-30,0.917808219178082,"Fixed","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",5.53361321063001
"824",2009-09-30,0.917808219178082,"Fixed","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",2.67455010662481
"825",2009-09-30,0.917808219178082,"Fixed","MDA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00267295227321931
"826",2009-09-30,0.917808219178082,"Fixed","Military
Health","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00345459204373241
"827",2009-09-30,0.917808219178082,"Fixed","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.21521514247673
"828",2009-09-30,0.917808219178082,"Time/Mat.","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.616495465760987
"829",2009-09-30,0.917808219178082,"Time/Mat.","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.195066161279498
"830",2009-09-30,0.917808219178082,"Time/Mat.","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.322923968402252
"831",2009-09-30,0.917808219178082,"Time/Mat.","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0647903191708162
"832",2009-09-30,0.917808219178082,"Time/Mat.","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0577012273544057
"833",2009-09-30,0.917808219178082,"Unlabeled","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0295945760229487
"834",2009-09-30,0.917808219178082,"Unlabeled","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0669132992963845
"835",2009-09-30,0.917808219178082,"Unlabeled","Air Force","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0179886048495345
"836",2009-09-30,0.917808219178082,"Unlabeled","DLA","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000127471314137259
"837",2009-09-30,0.917808219178082,"Unlabeled","Additional
DoD
Components","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000124683979216281
"838",2009-09-30,2.58356164383562,"Combination","Army","YOUNG",0.264254021205889
"839",2009-09-30,2.58356164383562,"Combination","Navy","YOUNG",0.285319338763802
"840",2009-09-30,2.58356164383562,"Combination","Air Force","YOUNG",0.0567818269971855
"841",2009-09-30,2.58356164383562,"Combination","DLA","YOUNG",-2.10534206538212e-05
"842",2009-09-30,2.58356164383562,"Combination","MDA","YOUNG",0.000230804319116692
"843",2009-09-30,2.58356164383562,"Combination","Additional
DoD
Components","YOUNG",0.0543158820199177
"844",2009-09-30,2.58356164383562,"Cost+","Army","YOUNG",0.784898959818143
"845",2009-09-30,2.58356164383562,"Cost+","Navy","YOUNG",0.441333536999351
"846",2009-09-30,2.58356164383562,"Cost+","Air Force","YOUNG",1.59400342794977
"847",2009-09-30,2.58356164383562,"Cost+","DLA","YOUNG",0.00113271261095475
"848",2009-09-30,2.58356164383562,"Cost+","MDA","YOUNG",0.0958775789564841
"849",2009-09-30,2.58356164383562,"Cost+","Additional
DoD
Components","YOUNG",0.0366765069928556
"850",2009-09-30,2.58356164383562,"Fixed","Army","YOUNG",1.84970946971206
"851",2009-09-30,2.58356164383562,"Fixed","Navy","YOUNG",0.765997451915999
"852",2009-09-30,2.58356164383562,"Fixed","Air Force","YOUNG",0.393837344013856
"853",2009-09-30,2.58356164383562,"Fixed","DLA","YOUNG",0.0258244790755575
"854",2009-09-30,2.58356164383562,"Fixed","MDA","YOUNG",0.00060297602294869
"855",2009-09-30,2.58356164383562,"Fixed","Military
Health","YOUNG",0.259048911073825
"856",2009-09-30,2.58356164383562,"Fixed","Additional
DoD
Components","YOUNG",0.0613358159341849
"857",2009-09-30,2.58356164383562,"Time/Mat.","Army","YOUNG",0.374474932972505
"858",2009-09-30,2.58356164383562,"Time/Mat.","Navy","YOUNG",0.0114254358194414
"859",2009-09-30,2.58356164383562,"Time/Mat.","Air Force","YOUNG",0.105296915392942
"860",2009-09-30,2.58356164383562,"Time/Mat.","DLA","YOUNG",0.00447443634985928
"861",2009-09-30,2.58356164383562,"Time/Mat.","MDA","YOUNG",0.00212861766616151
"862",2009-09-30,2.58356164383562,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0118813247564408
"863",2009-09-30,2.58356164383562,"Unlabeled","Army","YOUNG",-0.044877592812297
"864",2009-09-30,2.58356164383562,"Unlabeled","Navy","YOUNG",0.0308477035830266
"865",2009-09-30,2.58356164383562,"Unlabeled","Air Force","YOUNG",-0.000795447434509634
"866",2009-09-30,2.58356164383562,"Unlabeled","DLA","YOUNG",0
"867",2009-09-30,2.58356164383562,"Unlabeled","Additional
DoD
Components","YOUNG",-0.0010001718445551
"868",2009-09-30,2.66849315068493,"Combination","Army","YOUNG",0.59970503445551
"869",2009-09-30,2.66849315068493,"Combination","Navy","YOUNG",0.322654791437541
"870",2009-09-30,2.66849315068493,"Combination","Air Force","YOUNG",0.0373648918921845
"871",2009-09-30,2.66849315068493,"Combination","MDA","YOUNG",0.00589401602078372
"872",2009-09-30,2.66849315068493,"Combination","Additional
DoD
Components","YOUNG",0.0764111011257848
"873",2009-09-30,2.66849315068493,"Cost+","Army","YOUNG",0.703468625308508
"874",2009-09-30,2.66849315068493,"Cost+","Navy","YOUNG",2.6794080760446
"875",2009-09-30,2.66849315068493,"Cost+","Air Force","YOUNG",0.577068709482572
"876",2009-09-30,2.66849315068493,"Cost+","DLA","YOUNG",2.41296817492964e-05
"877",2009-09-30,2.66849315068493,"Cost+","MDA","YOUNG",0.0915972449880927
"878",2009-09-30,2.66849315068493,"Cost+","Additional
DoD
Components","YOUNG",0.0899116401818575
"879",2009-09-30,2.66849315068493,"Fixed","Army","YOUNG",1.58325380465469
"880",2009-09-30,2.66849315068493,"Fixed","Navy","YOUNG",0.939740890982897
"881",2009-09-30,2.66849315068493,"Fixed","Air Force","YOUNG",0.248845835613769
"882",2009-09-30,2.66849315068493,"Fixed","DLA","YOUNG",0.113859247802555
"883",2009-09-30,2.66849315068493,"Fixed","MDA","YOUNG",0.00268177232084867
"884",2009-09-30,2.66849315068493,"Fixed","Military
Health","YOUNG",0.0228615781554449
"885",2009-09-30,2.66849315068493,"Fixed","Additional
DoD
Components","YOUNG",0.114460423230136
"886",2009-09-30,2.66849315068493,"Other","Army","YOUNG",0
"887",2009-09-30,2.66849315068493,"Time/Mat.","Army","YOUNG",0.293392930526088
"888",2009-09-30,2.66849315068493,"Time/Mat.","Navy","YOUNG",0.018328465631089
"889",2009-09-30,2.66849315068493,"Time/Mat.","Air Force","YOUNG",0.146242985635419
"890",2009-09-30,2.66849315068493,"Time/Mat.","DLA","YOUNG",0.00558252949772678
"891",2009-09-30,2.66849315068493,"Time/Mat.","MDA","YOUNG",0.00147082908638233
"892",2009-09-30,2.66849315068493,"Time/Mat.","Military
Health","YOUNG",0
"893",2009-09-30,2.66849315068493,"Time/Mat.","Additional
DoD
Components","YOUNG",0.0168181999675254
"894",2009-09-30,2.66849315068493,"Unlabeled","Army","YOUNG",-0.0063538848668543
"895",2009-09-30,2.66849315068493,"Unlabeled","Navy","YOUNG",0.0550204720827019
"896",2009-09-30,2.66849315068493,"Unlabeled","Air Force","YOUNG",-0.00117372250487118
