"","Fiscal.Year","SinceFirstFiscalYear","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"1103",2010-09-30,3.75068493150685,"Products (All)","MDA","YOUNG",0.00578604086435601
"1104",2010-09-30,3.75068493150685,"Products (All)","MilitaryHealth","YOUNG",0
"1105",2010-09-30,3.75068493150685,"Products (All)","Additional DoD Components","YOUNG",0.000651289184852375
"1106",2010-09-30,3.75068493150685,"R&D","Army","YOUNG",0.053077569148481
"1107",2010-09-30,3.75068493150685,"R&D","Navy","YOUNG",0.163956524657681
"1108",2010-09-30,3.75068493150685,"R&D","Air Force","YOUNG",0.137848554920839
"1109",2010-09-30,3.75068493150685,"R&D","DLA","YOUNG",3.8076593923834e-05
"1110",2010-09-30,3.75068493150685,"R&D","MDA","YOUNG",0.0979417970795892
"1111",2010-09-30,3.75068493150685,"R&D","Additional DoD Components","YOUNG",0.00887762172657253
"1112",2010-09-30,3.75068493150685,"Services (Non-R&D)","Army","YOUNG",0.781061625716731
"1113",2010-09-30,3.75068493150685,"Services (Non-R&D)","Navy","YOUNG",0.372168602396235
"1114",2010-09-30,3.75068493150685,"Services (Non-R&D)","Air Force","YOUNG",0.220848516613179
"1115",2010-09-30,3.75068493150685,"Services (Non-R&D)","DLA","YOUNG",0.0199589405862217
"1116",2010-09-30,3.75068493150685,"Services (Non-R&D)","MDA","YOUNG",0.0132855235237484
"1117",2010-09-30,3.75068493150685,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0711757462237912
"1118",2010-09-30,3.75068493150685,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0508016887355584
"1119",2010-09-30,3.83561643835616,"Products (All)","Army","YOUNG",0.745053693763372
"1120",2010-09-30,3.83561643835616,"Products (All)","Navy","YOUNG",0.246658982937527
"1121",2010-09-30,3.83561643835616,"Products (All)","Air Force","YOUNG",0.183672719169876
"1122",2010-09-30,3.83561643835616,"Products (All)","DLA","YOUNG",0.04897682063543
"1123",2010-09-30,3.83561643835616,"Products (All)","MDA","YOUNG",0.00086915703893881
"1124",2010-09-30,3.83561643835616,"Products (All)","MilitaryHealth","YOUNG",9.24997111681643e-05
"1125",2010-09-30,3.83561643835616,"Products (All)","Additional DoD Components","YOUNG",-0.0153037464698331
"1126",2010-09-30,3.83561643835616,"R&D","Army","YOUNG",0.0761649443945229
"1127",2010-09-30,3.83561643835616,"R&D","Navy","YOUNG",0.0821667649657681
"1128",2010-09-30,3.83561643835616,"R&D","Air Force","YOUNG",0.137779868570817
"1129",2010-09-30,3.83561643835616,"R&D","DLA","YOUNG",0.000106974753958066
"1130",2010-09-30,3.83561643835616,"R&D","MDA","YOUNG",0.0425211347026102
"1131",2010-09-30,3.83561643835616,"R&D","Additional DoD Components","YOUNG",0.0127013205498502
"1132",2010-09-30,3.83561643835616,"Services (Non-R&D)","Army","YOUNG",1.23053206560762
"1133",2010-09-30,3.83561643835616,"Services (Non-R&D)","Navy","YOUNG",0.377049339302525
"1134",2010-09-30,3.83561643835616,"Services (Non-R&D)","Air Force","YOUNG",0.588325090275995
"1135",2010-09-30,3.83561643835616,"Services (Non-R&D)","DLA","YOUNG",0.0238275833119384
"1136",2010-09-30,3.83561643835616,"Services (Non-R&D)","MDA","YOUNG",0.00264488611467694
"1137",2010-09-30,3.83561643835616,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.00636692585579803
"1138",2010-09-30,3.83561643835616,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.0735307450577664
"1139",2010-09-30,3.92054794520548,"Products (All)","Army","YOUNG",1.1129626356012
"1140",2010-09-30,3.92054794520548,"Products (All)","Navy","YOUNG",2.41472523995507
"1141",2010-09-30,3.92054794520548,"Products (All)","Air Force","YOUNG",0.259370193667095
"1142",2010-09-30,3.92054794520548,"Products (All)","DLA","YOUNG",0.0087206060868635
"1143",2010-09-30,3.92054794520548,"Products (All)","MDA","YOUNG",0.00675755693196406
"1144",2010-09-30,3.92054794520548,"Products (All)","MilitaryHealth","YOUNG",0
"1145",2010-09-30,3.92054794520548,"Products (All)","Additional DoD Components","YOUNG",0.00534335448224219
"1146",2010-09-30,3.92054794520548,"R&D","Army","YOUNG",0.28147032292469
"1147",2010-09-30,3.92054794520548,"R&D","Navy","YOUNG",0.141886045014976
"1148",2010-09-30,3.92054794520548,"R&D","Air Force","YOUNG",0.223108902428327
"1149",2010-09-30,3.92054794520548,"R&D","DLA","YOUNG",-5.61189559264014e-05
"1150",2010-09-30,3.92054794520548,"R&D","MDA","YOUNG",0.0350445617779204
"1151",2010-09-30,3.92054794520548,"R&D","Additional DoD Components","YOUNG",0.0171659586328626
"1152",2010-09-30,3.92054794520548,"Services (Non-R&D)","Army","YOUNG",1.72414175235344
"1153",2010-09-30,3.92054794520548,"Services (Non-R&D)","Navy","YOUNG",0.92982331287976
"1154",2010-09-30,3.92054794520548,"Services (Non-R&D)","Air Force","YOUNG",0.819750428241335
"1155",2010-09-30,3.92054794520548,"Services (Non-R&D)","DLA","YOUNG",0.122026204546427
"1156",2010-09-30,3.92054794520548,"Services (Non-R&D)","MDA","YOUNG",0.0119922637997433
"1157",2010-09-30,3.92054794520548,"Services (Non-R&D)","MilitaryHealth","YOUNG",0.0270828159178434
"1158",2010-09-30,3.92054794520548,"Services (Non-R&D)","Additional DoD Components","YOUNG",0.180020926326487
"1159",2011-09-30,0.0849315068493151,"Products (All)","Army","BBP1",1.63989543153588
"1160",2011-09-30,0.0849315068493151,"Products (All)","Navy","BBP1",0.812540291607218
"1161",2011-09-30,0.0849315068493151,"Products (All)","Air Force","BBP1",0.19523746073227
"1162",2011-09-30,0.0849315068493151,"Products (All)","DLA","BBP1",1.67037698808225
"1163",2011-09-30,0.0849315068493151,"Products (All)","MDA","BBP1",0.0010633520772136
"1164",2011-09-30,0.0849315068493151,"Products (All)","Additional DoD Components","BBP1",0.0630490948908938
"1165",2011-09-30,0.0849315068493151,"R&D","Army","BBP1",0.13208577231431
"1166",2011-09-30,0.0849315068493151,"R&D","Navy","BBP1",0.0757473714435585
"1167",2011-09-30,0.0849315068493151,"R&D","Air Force","BBP1",0.138851770992446
"1168",2011-09-30,0.0849315068493151,"R&D","MDA","BBP1",0.00995627045740663
"1169",2011-09-30,0.0849315068493151,"R&D","Additional DoD Components","BBP1",0.0124039600608477
"1170",2011-09-30,0.0849315068493151,"Services (Non-R&D)","Army","BBP1",1.01743283408519
"1171",2011-09-30,0.0849315068493151,"Services (Non-R&D)","Navy","BBP1",0.688447360438523
"1172",2011-09-30,0.0849315068493151,"Services (Non-R&D)","Air Force","BBP1",0.397710494072598
"1173",2011-09-30,0.0849315068493151,"Services (Non-R&D)","DLA","BBP1",0.023003579710449
"1174",2011-09-30,0.0849315068493151,"Services (Non-R&D)","MDA","BBP1",0.010617205203525
"1175",2011-09-30,0.0849315068493151,"Services (Non-R&D)","Additional DoD Components","BBP1",0.389076844502728
"1176",2011-09-30,0.167123287671233,"Products (All)","Army","BBP1",3.82111265852916
"1177",2011-09-30,0.167123287671233,"Products (All)","Navy","BBP1",2.89357406391104
"1178",2011-09-30,0.167123287671233,"Products (All)","Air Force","BBP1",2.06592849489089
"1179",2011-09-30,0.167123287671233,"Products (All)","DLA","BBP1",3.86475120821444
"1180",2011-09-30,0.167123287671233,"Products (All)","MDA","BBP1",4.30465799412505e-05
"1181",2011-09-30,0.167123287671233,"Products (All)","Additional DoD Components","BBP1",0.140150948489299
"1182",2011-09-30,0.167123287671233,"R&D","Army","BBP1",0.206187125902224
"1183",2011-09-30,0.167123287671233,"R&D","Navy","BBP1",0.117600516302979
"1184",2011-09-30,0.167123287671233,"R&D","Air Force","BBP1",0.172235105759547
"1185",2011-09-30,0.167123287671233,"R&D","DLA","BBP1",0.000194083088543852
"1186",2011-09-30,0.167123287671233,"R&D","MDA","BBP1",0.00564532941670164
"1187",2011-09-30,0.167123287671233,"R&D","Additional DoD Components","BBP1",0.102668521149811
"1188",2011-09-30,0.167123287671233,"Services (Non-R&D)","Army","BBP1",1.94136335768989
"1189",2011-09-30,0.167123287671233,"Services (Non-R&D)","Navy","BBP1",1.15917983364457
"1190",2011-09-30,0.167123287671233,"Services (Non-R&D)","Air Force","BBP1",1.00413322759127
"1191",2011-09-30,0.167123287671233,"Services (Non-R&D)","DLA","BBP1",0.0209792523919429
"1192",2011-09-30,0.167123287671233,"Services (Non-R&D)","MDA","BBP1",0.00834452370960974
"1193",2011-09-30,0.167123287671233,"Services (Non-R&D)","MilitaryHealth","BBP1",1.24243180864457e-05
"1194",2011-09-30,0.167123287671233,"Services (Non-R&D)","Additional DoD Components","BBP1",1.708669238953
"1195",2011-09-30,0.252054794520548,"Products (All)","Army","BBP1",1.54133101341796
"1196",2011-09-30,0.252054794520548,"Products (All)","Navy","BBP1",0.62595931619807
"1197",2011-09-30,0.252054794520548,"Products (All)","Air Force","BBP1",0.555733468432648
"1198",2011-09-30,0.252054794520548,"Products (All)","DLA","BBP1",1.65809933071758
"1199",2011-09-30,0.252054794520548,"Products (All)","MDA","BBP1",0.000893791019723038
"1200",2011-09-30,0.252054794520548,"Products (All)","MilitaryHealth","BBP1",2.87326898866974e-05
"1201",2011-09-30,0.252054794520548,"Products (All)","Additional DoD Components","BBP1",0.102320128399077
"1202",2011-09-30,0.252054794520548,"R&D","Army","BBP1",0.0893959496118338
"1203",2011-09-30,0.252054794520548,"R&D","Navy","BBP1",0.0695517630507763
"1204",2011-09-30,0.252054794520548,"R&D","Air Force","BBP1",0.151311901552665
"1205",2011-09-30,0.252054794520548,"R&D","DLA","BBP1",2.0493075954679e-05
"1206",2011-09-30,0.252054794520548,"R&D","MDA","BBP1",0.0156065505665128
"1207",2011-09-30,0.252054794520548,"R&D","Additional DoD Components","BBP1",0.0632370619177507
"1208",2011-09-30,0.252054794520548,"Services (Non-R&D)","Army","BBP1",1.34198002889215
"1209",2011-09-30,0.252054794520548,"Services (Non-R&D)","Navy","BBP1",0.809345339897188
"1210",2011-09-30,0.252054794520548,"Services (Non-R&D)","Air Force","BBP1",0.841660190316827
"1211",2011-09-30,0.252054794520548,"Services (Non-R&D)","DLA","BBP1",0.0689590094733529
"1212",2011-09-30,0.252054794520548,"Services (Non-R&D)","MDA","BBP1",0.00377111676458246
"1213",2011-09-30,0.252054794520548,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0805860093894251
"1214",2011-09-30,0.252054794520548,"Services (Non-R&D)","Additional DoD Components","BBP1",0.3129718236047
"1215",2011-09-30,0.336986301369863,"Products (All)","Army","BBP1",1.94607932812631
"1216",2011-09-30,0.336986301369863,"Products (All)","Navy","BBP1",0.792136911676458
"1217",2011-09-30,0.336986301369863,"Products (All)","Air Force","BBP1",0.551573056787663
"1218",2011-09-30,0.336986301369863,"Products (All)","DLA","BBP1",1.55520163493496
"1219",2011-09-30,0.336986301369863,"Products (All)","MDA","BBP1",0.000629069439781788
"1220",2011-09-30,0.336986301369863,"Products (All)","MilitaryHealth","BBP1",4.06387431808645e-05
"1221",2011-09-30,0.336986301369863,"Products (All)","Additional DoD Components","BBP1",0.094141305182543
"1222",2011-09-30,0.336986301369863,"R&D","Army","BBP1",0.102877925419639
"1223",2011-09-30,0.336986301369863,"R&D","Navy","BBP1",0.112247348038187
"1224",2011-09-30,0.336986301369863,"R&D","Air Force","BBP1",0.0902808319555183
"1225",2011-09-30,0.336986301369863,"R&D","DLA","BBP1",0.00264868390684012
"1226",2011-09-30,0.336986301369863,"R&D","MDA","BBP1",0.0207122209399916
"1227",2011-09-30,0.336986301369863,"R&D","Additional DoD Components","BBP1",0.06778118916282
"1228",2011-09-30,0.336986301369863,"Services (Non-R&D)","Army","BBP1",1.44366989554133
"1229",2011-09-30,0.336986301369863,"Services (Non-R&D)","Navy","BBP1",0.982584839467058
"1230",2011-09-30,0.336986301369863,"Services (Non-R&D)","Air Force","BBP1",0.638213932899706
"1231",2011-09-30,0.336986301369863,"Services (Non-R&D)","DLA","BBP1",0.0570595318610995
"1232",2011-09-30,0.336986301369863,"Services (Non-R&D)","MDA","BBP1",0.0092136325010491
"1233",2011-09-30,0.336986301369863,"Services (Non-R&D)","Additional DoD Components","BBP1",0.762576790631557
"1234",2011-09-30,0.413698630136986,"Products (All)","Army","BBP1",3.0345538090642
"1235",2011-09-30,0.413698630136986,"Products (All)","Navy","BBP1",2.19569549676878
"1236",2011-09-30,0.413698630136986,"Products (All)","Air Force","BBP1",1.76989120822493
"1237",2011-09-30,0.413698630136986,"Products (All)","DLA","BBP1",2.53708172188418
"1238",2011-09-30,0.413698630136986,"Products (All)","MDA","BBP1",0.0249572787347881
"1239",2011-09-30,0.413698630136986,"Products (All)","MilitaryHealth","BBP1",0.00043880383969786
"1240",2011-09-30,0.413698630136986,"Products (All)","Additional DoD Components","BBP1",0.155794329039026
"1241",2011-09-30,0.413698630136986,"R&D","Army","BBP1",0.267065324181704
"1242",2011-09-30,0.413698630136986,"R&D","Navy","BBP1",0.201958694555183
"1243",2011-09-30,0.413698630136986,"R&D","Air Force","BBP1",0.320726988743181
"1244",2011-09-30,0.413698630136986,"R&D","DLA","BBP1",0.00323259441879983
"1245",2011-09-30,0.413698630136986,"R&D","MDA","BBP1",0.107512389855225
"1246",2011-09-30,0.413698630136986,"R&D","Additional DoD Components","BBP1",0.0661634853965589
"1247",2011-09-30,0.413698630136986,"Services (Non-R&D)","Army","BBP1",2.58730800689257
"1248",2011-09-30,0.413698630136986,"Services (Non-R&D)","Navy","BBP1",1.24176856286194
"1249",2011-09-30,0.413698630136986,"Services (Non-R&D)","Air Force","BBP1",0.912196675440621
"1250",2011-09-30,0.413698630136986,"Services (Non-R&D)","DLA","BBP1",0.03022874291859
"1251",2011-09-30,0.413698630136986,"Services (Non-R&D)","MDA","BBP1",0.018211994334872
"1252",2011-09-30,0.413698630136986,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0737488179815359
"1253",2011-09-30,0.413698630136986,"Services (Non-R&D)","Additional DoD Components","BBP1",0.582324098866974
"1254",2011-09-30,0.413698630136986,"Unlabeled","Army","BBP1",-1.82184536298783e-05
"1255",2011-09-30,0.413698630136986,"Unlabeled","Navy","BBP1",0
"1256",2011-09-30,0.498630136986301,"Products (All)","Army","BBP1",2.02497577822073
"1257",2011-09-30,0.498630136986301,"Products (All)","Navy","BBP1",1.03387303378095
"1258",2011-09-30,0.498630136986301,"Products (All)","Air Force","BBP1",0.864072046170793
"1259",2011-09-30,0.498630136986301,"Products (All)","DLA","BBP1",2.5170871119807
"1260",2011-09-30,0.498630136986301,"Products (All)","MDA","BBP1",0.00852798814519513
"1261",2011-09-30,0.498630136986301,"Products (All)","MilitaryHealth","BBP1",0.000237466932438103
"1262",2011-09-30,0.498630136986301,"Products (All)","Additional DoD Components","BBP1",0.155671557595468
"1263",2011-09-30,0.498630136986301,"R&D","Army","BBP1",0.147425607364666
"1264",2011-09-30,0.498630136986301,"R&D","Navy","BBP1",0.10908177296475
"1265",2011-09-30,0.498630136986301,"R&D","Air Force","BBP1",0.214667906693244
"1266",2011-09-30,0.498630136986301,"R&D","DLA","BBP1",0.00205392009022241
"1267",2011-09-30,0.498630136986301,"R&D","MDA","BBP1",0.00951957826269408
"1268",2011-09-30,0.498630136986301,"R&D","Additional DoD Components","BBP1",0.0407116302979438
"1269",2011-09-30,0.498630136986301,"Services (Non-R&D)","Army","BBP1",3.0475166892992
"1270",2011-09-30,0.498630136986301,"Services (Non-R&D)","Navy","BBP1",1.15239982966848
"1271",2011-09-30,0.498630136986301,"Services (Non-R&D)","Air Force","BBP1",0.854727175083928
"1272",2011-09-30,0.498630136986301,"Services (Non-R&D)","DLA","BBP1",0.0538448764372639
"1273",2011-09-30,0.498630136986301,"Services (Non-R&D)","MDA","BBP1",0.00907564516365925
"1274",2011-09-30,0.498630136986301,"Services (Non-R&D)","MilitaryHealth","BBP1",0.000368032480067142
"1275",2011-09-30,0.498630136986301,"Services (Non-R&D)","Additional DoD Components","BBP1",0.5254753319765
"1276",2011-09-30,0.498630136986301,"Unlabeled","Army","BBP1",-1.26731011330256e-06
"1277",2011-09-30,0.580821917808219,"Products (All)","Army","BBP1",2.68474389196391
"1278",2011-09-30,0.580821917808219,"Products (All)","Navy","BBP1",1.54570923013009
"1279",2011-09-30,0.580821917808219,"Products (All)","Air Force","BBP1",1.48642824721989
"1280",2011-09-30,0.580821917808219,"Products (All)","DLA","BBP1",2.60890099275073
"1281",2011-09-30,0.580821917808219,"Products (All)","MDA","BBP1",0.0181993534934956
"1282",2011-09-30,0.580821917808219,"Products (All)","MilitaryHealth","BBP1",0.000115345614771297
"1283",2011-09-30,0.580821917808219,"Products (All)","Additional DoD Components","BBP1",0.115660989509022
"1284",2011-09-30,0.580821917808219,"R&D","Army","BBP1",0.184659724863617
"1285",2011-09-30,0.580821917808219,"R&D","Navy","BBP1",0.136857824643307
"1286",2011-09-30,0.580821917808219,"R&D","Air Force","BBP1",0.26570726330256
"1287",2011-09-30,0.580821917808219,"R&D","DLA","BBP1",0.000157021611414184
"1288",2011-09-30,0.580821917808219,"R&D","MDA","BBP1",0.0227663869072598
"1289",2011-09-30,0.580821917808219,"R&D","Additional DoD Components","BBP1",0.0869651839907679
"1290",2011-09-30,0.580821917808219,"Services (Non-R&D)","Army","BBP1",2.76461085694503
"1291",2011-09-30,0.580821917808219,"Services (Non-R&D)","Navy","BBP1",1.10810411361729
"1292",2011-09-30,0.580821917808219,"Services (Non-R&D)","Air Force","BBP1",0.722329619880403
"1293",2011-09-30,0.580821917808219,"Services (Non-R&D)","DLA","BBP1",0.0851117592635334
"1294",2011-09-30,0.580821917808219,"Services (Non-R&D)","MDA","BBP1",0.0238576290390264
"1295",2011-09-30,0.580821917808219,"Services (Non-R&D)","MilitaryHealth","BBP1",6.72275493075955e-06
"1296",2011-09-30,0.580821917808219,"Services (Non-R&D)","Additional DoD Components","BBP1",0.530660811309274
"1297",2011-09-30,0.665753424657534,"Products (All)","Army","BBP1",2.98212648784096
"1298",2011-09-30,0.665753424657534,"Products (All)","Navy","BBP1",2.39077335858162
"1299",2011-09-30,0.665753424657534,"Products (All)","Air Force","BBP1",1.36754720250734
"1300",2011-09-30,0.665753424657534,"Products (All)","DLA","BBP1",3.07256042089803
"1301",2011-09-30,0.665753424657534,"Products (All)","MDA","BBP1",0.0128553672576584
"1302",2011-09-30,0.665753424657534,"Products (All)","MilitaryHealth","BBP1",0.000183931357532522
"1303",2011-09-30,0.665753424657534,"Products (All)","Additional DoD Components","BBP1",0.2726326417436
"1304",2011-09-30,0.665753424657534,"R&D","Army","BBP1",0.246306680014687
"1305",2011-09-30,0.665753424657534,"R&D","Navy","BBP1",0.229582265673521
"1306",2011-09-30,0.665753424657534,"R&D","Air Force","BBP1",0.439253072125472
"1307",2011-09-30,0.665753424657534,"R&D","DLA","BBP1",0.00120121695342006
"1308",2011-09-30,0.665753424657534,"R&D","MDA","BBP1",0.0964395383969786
"1309",2011-09-30,0.665753424657534,"R&D","Additional DoD Components","BBP1",0.114747218957197
"1310",2011-09-30,0.665753424657534,"Services (Non-R&D)","Army","BBP1",4.15949619908728
"1311",2011-09-30,0.665753424657534,"Services (Non-R&D)","Navy","BBP1",2.62244437087705
"1312",2011-09-30,0.665753424657534,"Services (Non-R&D)","Air Force","BBP1",1.03331123657155
"1313",2011-09-30,0.665753424657534,"Services (Non-R&D)","DLA","BBP1",0.0442929656315569
"1314",2011-09-30,0.665753424657534,"Services (Non-R&D)","MDA","BBP1",0.06297641652329
"1315",2011-09-30,0.665753424657534,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0896904190621066
"1316",2011-09-30,0.665753424657534,"Services (Non-R&D)","Additional DoD Components","BBP1",0.816974984148133
"1317",2011-09-30,0.665753424657534,"Unlabeled","Army","BBP1",-3.03451531682753e-06
"1318",2011-09-30,0.747945205479452,"Products (All)","Army","BBP1",3.29444189642258
"1319",2011-09-30,0.747945205479452,"Products (All)","Navy","BBP1",1.6984538451217
"1320",2011-09-30,0.747945205479452,"Products (All)","Air Force","BBP1",0.93505590365086
"1321",2011-09-30,0.747945205479452,"Products (All)","DLA","BBP1",4.27430208560638
"1322",2011-09-30,0.747945205479452,"Products (All)","MDA","BBP1",0.0218214247272346
"1323",2011-09-30,0.747945205479452,"Products (All)","MilitaryHealth","BBP1",0.000180571789760806
"1324",2011-09-30,0.747945205479452,"Products (All)","Additional DoD Components","BBP1",0.128667630937893
"1325",2011-09-30,0.747945205479452,"R&D","Army","BBP1",0.236504481661771
"1326",2011-09-30,0.747945205479452,"R&D","Navy","BBP1",0.223090738659253
"1327",2011-09-30,0.747945205479452,"R&D","Air Force","BBP1",0.304540799118758
"1328",2011-09-30,0.747945205479452,"R&D","DLA","BBP1",0.00124769513218632
"1329",2011-09-30,0.747945205479452,"R&D","MDA","BBP1",0.116005244544692
"1330",2011-09-30,0.747945205479452,"R&D","Additional DoD Components","BBP1",0.064655341051196
"1331",2011-09-30,0.747945205479452,"Services (Non-R&D)","Army","BBP1",3.50978164422996
"1332",2011-09-30,0.747945205479452,"Services (Non-R&D)","Navy","BBP1",1.77058491961813
"1333",2011-09-30,0.747945205479452,"Services (Non-R&D)","Air Force","BBP1",1.13679686520143
"1334",2011-09-30,0.747945205479452,"Services (Non-R&D)","DLA","BBP1",0.054362763659253
"1335",2011-09-30,0.747945205479452,"Services (Non-R&D)","MDA","BBP1",0.0278016764582459
"1336",2011-09-30,0.747945205479452,"Services (Non-R&D)","MilitaryHealth","BBP1",0.000543582469576164
"1337",2011-09-30,0.747945205479452,"Services (Non-R&D)","Additional DoD Components","BBP1",0.826660461781368
"1338",2011-09-30,0.832876712328767,"Products (All)","Army","BBP1",3.16238451905162
"1339",2011-09-30,0.832876712328767,"Products (All)","Navy","BBP1",2.21979747817877
"1340",2011-09-30,0.832876712328767,"Products (All)","Air Force","BBP1",1.61952408387537
"1341",2011-09-30,0.832876712328767,"Products (All)","DLA","BBP1",2.7089926340642
"1342",2011-09-30,0.832876712328767,"Products (All)","MDA","BBP1",0.0129231879248846
"1343",2011-09-30,0.832876712328767,"Products (All)","MilitaryHealth","BBP1",0.0006683312736047
"1344",2011-09-30,0.832876712328767,"Products (All)","Additional DoD Components","BBP1",0.340386204154427
"1345",2011-09-30,0.832876712328767,"R&D","Army","BBP1",0.23228073540705
"1346",2011-09-30,0.832876712328767,"R&D","Navy","BBP1",0.312667651961813
"1347",2011-09-30,0.832876712328767,"R&D","Air Force","BBP1",0.637892691659673
"1348",2011-09-30,0.832876712328767,"R&D","DLA","BBP1",0.000474870541334452
"1349",2011-09-30,0.832876712328767,"R&D","MDA","BBP1",0.0990516862778011
"1350",2011-09-30,0.832876712328767,"R&D","Additional DoD Components","BBP1",0.0803301682752832
"1351",2011-09-30,0.832876712328767,"Services (Non-R&D)","Army","BBP1",3.53513605602182
"1352",2011-09-30,0.832876712328767,"Services (Non-R&D)","Navy","BBP1",2.0023396636068
"1353",2011-09-30,0.832876712328767,"Services (Non-R&D)","Air Force","BBP1",1.49531745618968
"1354",2011-09-30,0.832876712328767,"Services (Non-R&D)","DLA","BBP1",0.050681463229123
"1355",2011-09-30,0.832876712328767,"Services (Non-R&D)","MDA","BBP1",0.015530426877885
"1356",2011-09-30,0.832876712328767,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0822694457826269
"1357",2011-09-30,0.832876712328767,"Services (Non-R&D)","Additional DoD Components","BBP1",2.3581332295898
"1358",2011-09-30,0.832876712328767,"Unlabeled","Army","BBP1",0
"1359",2011-09-30,0.917808219178082,"Products (All)","Army","BBP1",6.32313328578473
"1360",2011-09-30,0.917808219178082,"Products (All)","Navy","BBP1",6.37383312995174
"1361",2011-09-30,0.917808219178082,"Products (All)","Air Force","BBP1",2.70528865022031
"1362",2011-09-30,0.917808219178082,"Products (All)","DLA","BBP1",5.66978256378514
"1363",2011-09-30,0.917808219178082,"Products (All)","MDA","BBP1",0.00737763851237935
"1364",2011-09-30,0.917808219178082,"Products (All)","MilitaryHealth","BBP1",0.00145735587494755
"1365",2011-09-30,0.917808219178082,"Products (All)","Additional DoD Components","BBP1",0.641427583329836
"1366",2011-09-30,0.917808219178082,"R&D","Army","BBP1",0.886685492047839
"1367",2011-09-30,0.917808219178082,"R&D","Navy","BBP1",0.53911763390684
"1368",2011-09-30,0.917808219178082,"R&D","Air Force","BBP1",0.781393268999161
"1369",2011-09-30,0.917808219178082,"R&D","DLA","BBP1",0.0124341616030214
"1370",2011-09-30,0.917808219178082,"R&D","MDA","BBP1",0.0812682574590852
"1371",2011-09-30,0.917808219178082,"R&D","Additional DoD Components","BBP1",0.325446146433068
"1372",2011-09-30,0.917808219178082,"Services (Non-R&D)","Army","BBP1",12.2583474780424
"1373",2011-09-30,0.917808219178082,"Services (Non-R&D)","Navy","BBP1",6.4703943688418
"1374",2011-09-30,0.917808219178082,"Services (Non-R&D)","Air Force","BBP1",3.16841918108477
"1375",2011-09-30,0.917808219178082,"Services (Non-R&D)","DLA","BBP1",0.234535225251783
"1376",2011-09-30,0.917808219178082,"Services (Non-R&D)","MDA","BBP1",0.0150061542908099
"1377",2011-09-30,0.917808219178082,"Services (Non-R&D)","MilitaryHealth","BBP1",0.0094807297629039
"1378",2011-09-30,0.917808219178082,"Services (Non-R&D)","Additional DoD Components","BBP1",2.46883948313051
"1379",2011-09-30,0.917808219178082,"Unlabeled","Army","BBP1",-4.14970625262274e-07
"1380",2011-09-30,0.917808219178082,"Unlabeled","Navy","BBP1",-1.00090117498951e-05
"1381",2011-09-30,2,"Products (All)","Army","CARTER
pre-BBP",0.970285722576584
"1382",2011-09-30,2,"Products (All)","Navy","CARTER
pre-BBP",1.41923325557071
"1383",2011-09-30,2,"Products (All)","Air Force","CARTER
pre-BBP",1.18048717271297
"1384",2011-09-30,2,"Products (All)","DLA","CARTER
pre-BBP",2.48124269351658
"1385",2011-09-30,2,"Products (All)","MDA","CARTER
pre-BBP",0.000670056682752832
"1386",2011-09-30,2,"Products (All)","MilitaryHealth","CARTER
pre-BBP",0
"1387",2011-09-30,2,"Products (All)","Additional DoD Components","CARTER
pre-BBP",0.122645671821234
"1388",2011-09-30,2,"R&D","Army","CARTER
pre-BBP",0.135764652612253
"1389",2011-09-30,2,"R&D","Navy","CARTER
pre-BBP",0.145219814530004
"1390",2011-09-30,2,"R&D","Air Force","CARTER
pre-BBP",0.370187776174989
"1391",2011-09-30,2,"R&D","DLA","CARTER
pre-BBP",1.33850713386488e-05
"1392",2011-09-30,2,"R&D","MDA","CARTER
pre-BBP",0.0456082343684431
"1393",2011-09-30,2,"R&D","Additional DoD Components","CARTER
pre-BBP",0.0254564767939572
"1394",2011-09-30,2,"Services (Non-R&D)","Army","CARTER
pre-BBP",1.55536917262904
"1395",2011-09-30,2,"Services (Non-R&D)","Navy","CARTER
pre-BBP",1.35569144944398
"1396",2011-09-30,2,"Services (Non-R&D)","Air Force","CARTER
pre-BBP",1.69281653787243
"1397",2011-09-30,2,"Services (Non-R&D)","DLA","CARTER
pre-BBP",0.0867081104909777
"1398",2011-09-30,2,"Services (Non-R&D)","MDA","CARTER
pre-BBP",0.00155707803189257
"1399",2011-09-30,2,"Services (Non-R&D)","MilitaryHealth","CARTER
pre-BBP",0.141123414897188
"1400",2011-09-30,2,"Services (Non-R&D)","Additional DoD Components","CARTER
pre-BBP",1.19651219922367
"1401",2011-09-30,2.08493150684932,"Products (All)","Army","CARTER
pre-BBP",1.38837730729123
"1402",2011-09-30,2.08493150684932,"Products (All)","Navy","CARTER
pre-BBP",0.687253612263953
"1403",2011-09-30,2.08493150684932,"Products (All)","Air Force","CARTER
pre-BBP",0.253755112966848
"1404",2011-09-30,2.08493150684932,"Products (All)","DLA","CARTER
pre-BBP",0.170649819859421
